ad_id,link,listing_type,Scraped_date,Дүүрэг,Байршил,Үнэ,Шал,Тагт,Гараж,Цонх,Хаалга,Цонхнытоо,Барилгынявц,Ашиглалтандорсонон,Барилгындавхар,Талбай,Хэдэндавхарт,Лизингээравахболомж,Үзсэн,ӨрөөнийТоо,Зарыг гарчиг,Зарын тайлбар,Нийтэлсэн
d24f6b6ca0b71ea668434c4977097c6e,https://www.unegui.mn/adv/9296433_zaisand-royal-green-villa-khotkhond-200-mkv-4-oroo-bair-khudaldana/,sales,10/05/2025,УБ,"Хан-Уул, Зайсан",760000000,Паркет,1 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,6,200.0 м²,2,N/A,Үзсэн:28,4 өрөө,N/A,"📍 ХУД Зайсан, “Royal Green Villa” хотхонд 200 мкв 4 өрөө орон сууц 2 зогсоолын хамт худалдана Үнэ: 760сая ₮ - 6 давхарын 2 давхарт - Урагшаа, хойшоо харсан цонхтой - 2 дулаан зогсоол дагалдана - Гэрчилгээ бэлэн тул банкны зээлээр авах боломжтой",Өнөөдөр 13:53
6f59ba190826dfd711269e27d6df6c27,https://www.unegui.mn/adv/8509486_zaisand-jardin-residence-d-tansag-zeregleliin-khotkhond-174-55-mkv-4-oroo/,sales,10/05/2025,УБ,"Хан-Уул, Зайсан",1000000000,Паркет,2 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,6,175.0 м²,3,N/A,Үзсэн:115,4 өрөө,N/A,"📍 ХУД, Зайсанд “Jardin Residence”-д тансаг зэрэглэлийн хотхонд 174,55 мкв 4 өрөө байр худалдана. - 174,55 мкв 4 өрөө - 6 давхарын 3 давхарт - Баруун зүүн харсан цонхтой - 1 мастер унтлагын өрөө - 2 энгийн унтлагын өрөө - 1 агуулахын өрөө - 2 тагттай - 2 дулаан зогсоолтой /тус бүр 50сая ₮/ 💢 Гэрчилгээ бэлэн тул банкны зээлээр авах боломжтой",Өнөөдөр 13:54
3e9556d1a6443a9560167a6341b23678,https://www.unegui.mn/adv/9334682_regisplace-d-4-oroo-oron-suuts-zarna/,sales,10/05/2025,УБ,"Хан-Уул, 120 мянгат",8800000,Паркет,Тагтгүй,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,20,261.2 м²,15,N/A,Үзсэн:32,4 өрөө,N/A,"REGIS PLACE-д 261.2 дуплекс 4 өрөө орон сууц худалдана. 💸Мкв үнэ: 8.800.000₮ 🤝Арматур болон Бартер сонсоно. 👉3 ариун цэврийн өрөөтэй 👉2 агуулахын өрөөтэй 👉1 хувцасны өрөөтэй 👉Баруун болон хойшоо харсан цонхтой 👉Өрөө бүрт агааржуулах системтэй 👉Орон сууц, оффис, худалдаа үйлчилгээ хосолсон 20 давхарын 17 давхарт 👉Цахилгаан машин цэнэглэгч 👉Нисдэг тэрэг буух талбайтай 📍ХАЯГ: ХУД, Төв цэнгэлдэхийн баруун талд, төв зам дагуу.",Өнөөдөр 11:02
37b5fd38e3e06aa450ca238171cbc936,https://www.unegui.mn/adv/9286509_khud-river-garden-ard-siti-terras-mult-khaus-d-198mkv-5-oroo-oron-suuts/,sales,10/05/2025,УБ,"Хан-Уул, River Garden",9000000,Паркет,1 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,4,196.88 м²,2,N/A,Үзсэн:32,5+ өрөө,N/A,"цонх урагшаа, хойшоо, зүүн, on'n off ард",Өнөөдөр 12:13
9d4d26ea735908c94d31b74fdd260812,https://www.unegui.mn/adv/9232901_khurd-rapid-kharsh-1-oroo-khudaldana/,sales,10/05/2025,УБ,"Хан-Уул, Хурд",175000000,Паркет,1 тагттай,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,4,35.82 м²,6,N/A,Үзсэн:59,1 өрөө,N/A,Хурд Рапид Харш - ХУДАЛДАНА 🏠 35.82мкв | 1 өрөө 💰 175сая 🔑 Гэрчилгээ бэлэн 🔑 9/6f 🔑 Зүүн харсан цонхтой 🔑 Дулаахан 🔑 Том тагттай 🔑 Биде суултууртай 🔑 Сангаа бүтэн шинэчилж сольсон ✨ Засвар хийх шаардлагатай,Өнөөдөр 10:42
2,https://www.unegui.mn/adv/9284186_luxhouse-2/,sales,10/05/2025,УБ,"Баянгол, Баянгол, Хороо 6",685000000,Паркет,1 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,6,176.8 м²,4,N/A,Үзсэн:20,5+ өрөө,N/A,📍Хороолол Алтан төгрөг урд талд #LUXHOUSE2 хотхонд 176.8мкв 4 өрөө дуплекс худалдана ✅Урагшаа зүүн баруун харууцтай ✅Хананд суурилсан тавилгууд үлдэнэ ✅2 угаалгын өрөө ✅2 хувцасны өрөө ✅1Тагттай ✅Дулаан зогсоолтой үнэ багтсан 💰685 саяаас,Өнөөдөр 10:19
abf127830283f2e58546a3249bce0b68,https://www.unegui.mn/adv/9322880_zaisan-seven-star-residence-khotkhon/,sales,10/05/2025,УБ,"Хан-Уул, Зайсан",215000000,Паркет,1 тагттай,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,16,46.1 м²,11,N/A,Үзсэн:59,1 өрөө,N/A,📍Зайсан Seven star residence 1 өрөө орон сууц худалдана. 46.1мкв 15/11 давхарт Урагшаа харууцтай Үнэ:215 сая Бартер сонсоно.,Өнөөдөр 10:19
f68b320f82fb250e7ac894f02cecc4a7,https://www.unegui.mn/adv/9292349_khoroollyn-etses-shine-khoroolol-khotkhond-37-m2-1-oroo/,sales,10/05/2025,УБ,"Баянгол, 3, 4 хороолол",127000000,Паркет,3+ тагттай,Байхгүй,Вакум,Төмөр,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,16,37.0 м²,6,N/A,Үзсэн:120,1 өрөө,N/A,"3-р хорооллын эцэс Emart-c баруун тийш 500м төв зам дагуу Шинэ хороолол хотхонд 37м2 1 өрөө байр зарна 📍сайн ломбардны ард ✅2023 онд ашиглалтанд орсон ✅Гэрчилгээ бэлэн ✅Нүүж ороход бэлэн ✅16/6 давхарт ✅3 цонхтой, балконтой/ зүүн, хойшоо харсан ✅Буудал, замаасаа ойр ✅Хотхон дотроо хүнсний захтай ✅Emart, Дүүхээ төв ойр ❌❌❌Зуучтай хамтрахгүй",Өнөөдөр 09:48
6ac5ab8b35f64ca262afb697833f7d26,https://www.unegui.mn/adv/9266085_sansart-ktms-iin-khoino-suld-khotkhond-79-42-mkv-3-oroo/,sales,10/05/2025,УБ,"Баянзүрх, КТМС",278000000,Паркет,1 тагттай,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,12,79.42 м²,3,N/A,Үзсэн:41,3 өрөө,N/A,"БЗД, 2-р хороо Сүлд хотхонд 79.42 мкв 3 өрөө худалдана. ✅Хотын А бүст байрлалтай ✅Цоо шинэ, хүн амьдраагүй ✅3/12 давхарт ✅Баруун, хойшоо харууцтай ✅Сансарын КТМС-ын зүүн хойно ✅Гэрчилгээ гарахад бэлэн учраас банкны зээлээр авах боломжтой ✅48-р сургуульд харъяалалтай Үнэ: 278 сая.",Өнөөдөр 10:08
8a5c723bd7f4cf7b129b770708fca06f,https://www.unegui.mn/adv/9220795_2-oroo-bair-zarna/,sales,10/05/2025,УБ,"Сүхбаатар, Сүхбаатар, Хороо 11",180000000,Паркет,1 тагттай,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,12,60.0 м²,11,N/A,Үзсэн:271,2 өрөө,N/A,"📌Америк элчингийн замын хойд талд 2 өрөө байр худалдана. · Хотын төвөөс 2км · Урагшаа наран талдаа харсан 4 цонхтой · Зүүн харсан балконтой · 58,1 мкв ( балкон ороод 60мкв ) · 2 өрөө · 12/11 давхарт · 2014 оны барилга · Өвөлдөө маш дулаан · Цэлгэр том цонхтой · Дэд бүтэц сайн · Гадна зогсоол их · СӨХ сайн ажилдаг · Автобусны буудал, сургууль, цэцэрлэг, Сүхбаатар дүүргийн байр ойрхон, дүүргийн болон өрхийн эмнэлэг хажууд · Жижиг өрөө саруулхан том учир 2 өрөө болгож ашигладаг Байршил: СБД 11-р хороо, Рояль академийн дэргэд Ананд Tower",Өнөөдөр 09:26
f9700b615abe661e9d8c98851c39adb4,https://www.unegui.mn/adv/9051055_khuul-sakhialakh-khotkhond-3-oroo-bair-zarna/,sales,10/05/2025,УБ,"Баянзүрх, Ботаник",350000000,Паркет,1 тагттай,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,16,116.0 м²,5,N/A,Үзсэн:30,3 өрөө,N/A,Гоё зохион байгуулалттай мастертай 3 өрөө байр зарна Бартер оролцуулна,Өнөөдөр 09:08
158966f6ff54b56dc1c4cda2ce1280d1,https://www.unegui.mn/adv/9334645_misheel-rezidens-khotkhond-120-mkv-4-oroo-khudaldana/,sales,10/05/2025,УБ,"Хан-Уул, Мишээл",4800000,Паркет,1 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,16,120.0 м²,11,N/A,Үзсэн:43,4 өрөө,N/A,"Мишээл резиденс хотхонд 4 өрөө орон сууц худалдана. Давхар, харууц, мкв сонголттой.",Өнөөдөр 08:09
ec23c57a3925a42c27b0f8db7e8cea60,https://www.unegui.mn/adv/9319751_khunnu-2222-khotkhond-95-71-tei-4-oroo-bair-zarna/,sales,10/05/2025,УБ,"Хан-Уул, Хүннү",698000000,Мод,2 тагттай,Байхгүй,Вакум,Төмөр вакум,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,25,95.71 м²,4,N/A,Үзсэн:52,4 өрөө,N/A,"2-р ээлжийн плас засалтай, маш цэвэрхэн байр. Бага насны хүүхэд унахаас сэргийлсэн цонхны хаалттай. Үнэ буурахгүй. Зуучтай хамтрахгүй,",Өчигдөр 23:05
9edb55e4d95765b67c1002456af4a883,https://www.unegui.mn/adv/9334225_true-l-tru-el-khotkhond-90-62-m-kv-4-oroo-bair-zarna/,sales,10/05/2025,УБ,"Баянзүрх, Баянзүрх, Хороо 26",453100000,Паркет,2 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,16,90.62 м²,10,N/A,Үзсэн:98,4 өрөө,N/A,"БЗД-ийн 26-р хороо, Үндэсний цэцэрлэгт хүрээлэнгийн хойно байрлах True L хотхонд 10 давхарт 4 өрөө байр зарна. Хананд суурилуулсан тавилга үлдэнэ. Мөн B1 давхарт дулаан зогсоол худалдана үнэ 50,0 сая",Өчигдөр 21:30
e08ea002879a796e1d23e8e49a8b5d82,https://www.unegui.mn/adv/9333843_nisekh-garden-khotkhond-1-oroo-bair-zarna/,sales,10/05/2025,УБ,"Хан-Уул, Нисэх",155000000,Паркет,1 тагттай,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,9,38.0 м²,8,N/A,Үзсэн:131,1 өрөө,N/A,"НИСЭХ ГАРДЕН хотхонд 38мкв 1 өрөө орон сууц худалдана. - гэрчилгээ бэлэн - айл амьдраагүй - бүрэн тавилгатай - Бүрэн цутгамал, - Автомашин зогсоол сайтай",Өчигдөр 20:58
ba8a7158e806eeeb33a167eabbbf6dd7,https://www.unegui.mn/adv/9270422_tbd-anduud-shts-yn-urd-talyn-ugsarmalyn-3-oroo-bair/,sales,10/05/2025,УБ,"Баянгол, Баруун 4 зам",315000000,Паркет,2 тагттай,Байхгүй,Мод,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,9,80.0 м²,9,N/A,Үзсэн:123,3 өрөө,N/A,"ТБД Андууд, Гранд Плазагийн замын урд талын угсармал 9 давхар байр (70-р байр)-нд гал тогоо тустаа 3 өрөө байр зарна.",Өчигдөр 20:44
3600504fc4dcf036c0be3eb536aa585a,https://www.unegui.mn/adv/9333244_hobby-surguuliin-khazhuud-tokyo-town-1-chanartai-goio-khotkhond-101-mkv-3-oroo-khudalda/,sales,10/05/2025,УБ,"Хан-Уул, Хан-Уул, Хороо 15",749768000,Паркет,1 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,16,101.32 м²,15,N/A,Үзсэн:63,4 өрөө,N/A,"📍ХУД, Tokyo town-1 хотхонд 101.32мкв гал тогоо тусдаа цэвэрхэн 3 өрөө орон сууц яаралтай худалдана‼️ 💰ҮНЭ: 7.4 sale 💰ҮНЭ: 749.768.000 ▪️101.32 мкв | 16/16 давхарт ▪️Урагшаа болон хойшоо харсан цонхтой агаар сэлгжлт сайтай ▪️Машин ордоггүй аюулгүй тоглоом талбай ▪️Азидаа 2021 оны шилдэг барилга болж байсан бүрэн цутгамал маш чанартай байр Хобби, Орчлон гэх мэь хувийн сургуулиуд болон е март тара гэх мэт худалдаа үйлчилгээний төвүүдтэй ойр ▪️ Суурьлуулсан тавилга үлдэнэ ▪️ Гэрчилгээ бэлэн банкны зээлээр авах боломжтой энгийн орон сууцны зээл өдөрт нь шийдэж өгнө. ▪️ Граж тусдаа 70сая ₮",Өчигдөр 15:38
d7f8bc03f648f38c50feac28409e8e00,https://www.unegui.mn/adv/9225184_narny-khoroollyn-eson-erdene-khotkhond-1-davkhryn-1-oroo-khudaldana/,sales,10/05/2025,УБ,"Баянгол, Нарны хороолол",170000000,Паркет,Тагтгүй,Байхгүй,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,12,37.79 м²,1,N/A,Үзсэн:671,1 өрөө,N/A,"#Бгд #НарныХороолол-н арын #ЕсөнЭрдэнэ хотхонд 1 давхрын #1өрөө байр худалдана ✅37.79мкв ✅Урт коридортой ✅Ариун цэврийн өрөө том зайтай ✅Урагшаа харсан цонхтой ✅ГЭРЧИЛГЭЭ БЭЛЭН ЖИЧ: гадагшаа хаалга гаргах боломжгүй Мкв: 4.5сая Нийт: 170сая Хотхондоо улсын сургууль, 2 цэцэрлэгтэй 🎈Түрээсийн эрэлттэй бүс",Өчигдөр 15:53
c1dbe1ea270ba266b8587ee51153b786,https://www.unegui.mn/adv/9297038_khud-15-r-khoroo-royal-garden-khotkhond-207mkv-6-oroo-oron-suuts-khudaldana/,sales,10/05/2025,УБ,"Хан-Уул, Хан-Уул, Хороо 15",1035000000,Паркет,3+ тагттай,Байгаа,Модон вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,7,207.18 м²,1,N/A,Үзсэн:232,5+ өрөө,N/A,"ХУД, 15хороо, Japan Town хотхоны баруун талд Royal Garden хаус хотхонд 207.18 мкв 6 өрөө орон сууц худалдана. - 207.18 мкв 6 өрөө орон сууц - 7/1 давхарт - зочны өрөө, гал тогоо - 5 унтлагын өрөө - 3 ариун цэврийн өрөө - 3 тагттай - баруун, зүүн харсан 7 цонхтой - бүх цонх автомат хаалтуудтай - дохиололтой - 2015 онд ашиглалтанд орсон - төвийн шугам сүлжээнд холбогдсон -хотхондоо фитнесс клуб болон бассейнтэй -Төлбөрийн нөхцөл: бэлэн болон банкны зээл",Өчигдөр 15:19
ab5da140e4af9031dfb11c75b8f3f970,https://www.unegui.mn/adv/9333129_khan-uul-emart-baruun-tald-vega-city-3-oroo-orog-suuts-khudaldana/,sales,10/05/2025,УБ,"Хан-Уул, Хан-Уул, Хороо 15",700000000,Паркет,1 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,16,85.8 м²,16,N/A,Үзсэн:140,3 өрөө,N/A,70 % ногоон байгууламжтай Номин ххк бүтээн байгуулалт вега сити 85.8 мкв 3 өрөө орон сууц худалдана Мастер өрөөтэй 2 ариун цэвэр өрөөтэй зохион байгуулалт зөв,Өчигдөр 15:02
709e7ed165095f5b4bf126458d402e38,https://www.unegui.mn/adv/9258727_khotyn-a-zeregleliin-bused-united-apartment-khotkhond-6-oroo-bair-khudaldana/,sales,10/05/2025,УБ,"Сүхбаатар, Сүхбаатар, Хороо 1",6500000,Паркет,2 тагттай,Байгаа,Вакум,Бүргэд,Ашиглалтад орсон,Цахилгаан шаттай эсэх:,Гараж:,12,205.41 м²,11,N/A,Үзсэн:43,5+ өрөө,N/A,"📍Хотын А зэрэглэлийн бүсэд байршилтай UNITED APARTMENT хотхонд 6 өрөө байр худалдана ▶️Байршил: СБД, 1-р хороо, Элчингийн хотхоны хажууд, Замын цагдаа, Toyoto таван богдын хойд талд, Олимпын гүүрний урд ▶️205.41 м.кв 6 өрөө ▶️12/11 давхарт (Давхардаа 2 айлтай) ▶️Урагшаа болон баруун харууцтай ▶️Харагдах орчин маш сайн ▶️4 унтлагын өрөө, 3 ариун цэврийн өрөө, 2 хувцасны өрөөтэй ▶️2 тагттай ▶️Гэрчилгээ бэлэн ▶️Ашиглалтад орсон: 2016 ▶️Үнэ: м.кв нь 6.5 сая 📍 дугаарт холбогдон цаг товлон үзээрэй (Дулаан зогсоолтой 70 саяас) Ойр орчин: -Shangrila хүртэл 200 м -Сүхбаатарын талбай хүртэл 800 м - Хүүхдийн парк, Оlympic residence, Regensy residence, Ambassador residence, Soyolj mall зэрэг томоохон худалдааны төв, Бизнес зэрэглэлийн орон сууцнууд байршдаг ~205.41 м2. ~2 balconies and beautiful view facing towards Amusement Park ~5-7 min walk to Amusement park and Shangri La hotel and office ~10-15 min walk to Sukhbaatar square all utilities included",Өчигдөр 13:29
